kanji,kana,roman,lat,lng,class
春分海山,しゅんぶんかいざん,Shunbun Kaizan,22.883,141.333,Undersea feature
俊鷹堆,しゅんようたい,Shun-yo Tai,37.167,132.350,Undersea feature
酒呑童子山,しゅてんどうじやま,Shutendoji Yama,33.100,130.917,Mountain
スムート平頂海山,スムートへいちょうかいざん,Smoot Heichokaizan,26.017,145.567,Undersea feature
蕎麦粒山,そばつぶやま,Sobatsubu Yama,35.133,138.033,Mountain
壮瞥町,そうべつちょう,Sobetsu Cho,42.550,140.883,Municipality
祖母山,そぼさん,Sobo San,32.833,131.350,Mountain
袖ケ浦市,そでがうらし,Sodegaura Shi,35.433,139.950,Municipality
添田町,そえだまち,Soeda Machi,33.567,130.850,Municipality
孀婦岩,そうふがん,Sofu Gan,29.800,140.350,Island
孀婦海山,そうふかいざん,Sofu Kaizan,29.783,140.200,Undersea feature
孀婦舟状海盆,そうふしゅうじょうかいぼん,Sofu Shujokaibon,29.033,139.200,Undersea feature
総社市,そうじゃし,Soja Shi,34.667,133.750,Municipality
草加市,そうかし,Soka Shi,35.833,139.800,Municipality
曽津高崎,そっこうざき,Sokko Zaki,28.250,129.133,Cape
霜降海山,そうこうかいざん,Soko Kaizan,21.950,141.700,Undersea feature
相馬市,そうまし,Soma Shi,37.800,140.917,Municipality
早町海山,そうまちかいざん,Somachi Kaizan,28.717,131.800,Undersea feature
祖納,そない,Sonai,24.383,123.750,Populated area
曽爾村,そにむら,Soni Mura,34.517,136.117,Municipality
曽於市,そおし,Soo Shi,31.650,131.017,Municipality
空知川,そらちがわ,Sorachi Gawa,43.533,141.900,River
匝瑳市,そうさし,Sosa Shi,35.700,140.567,Municipality
漱石海嶺,そうせきかいれい,Soseki Kairei,21.867,126.650,Undersea feature
外ヶ浜町,そとがはままち,Sotogahama Machi,41.050,140.633,Municipality
卒寿海山,そつじゅかいざん,Sotsuju Kaizan,25.083,134.283,Undersea feature
層雲峡,そううんきょう,Sounkyo,43.733,142.950,Populated area
宗谷海峡,そうやかいきょう,Soya Kaikyo,45.717,141.933,Sea Area
宗谷岬,そうやみさき,Soya Misaki,45.517,141.933,Cape
宗谷湾,そうやわん,Soya Wan,45.433,141.767,Sea Area
須川,すかわ,Su Kawa,38.350,140.300,River
すばる海山,すばるかいざん,Subaru Kaizan,18.317,134.467,Undersea feature
須恵町,すえまち,Sue Machi,33.583,130.500,Municipality
周布川,すふがわ,Sufu Gawa,34.867,132.017,River
菅島,すがしま,Suga Shima,34.500,136.900,Island
菅平,すがだいら,Sugadaira,36.533,138.333,Populated area
杉並区,すぎなみく,Suginami Ku,35.700,139.633,Municipality
杉戸町,すぎとまち,Sugito Machi,36.033,139.733,Municipality
須郷岬,すごうざき,Sugo Zaki,40.433,139.933,Cape
彗星海山,すいせいかいざん,Suisei Kaizan,25.183,135.917,Undersea feature
彗新海穴,すいしんかいけつ,Sui-shin Kaiketsu,25.000,136.467,Undersea feature
水晶島,すいしょうとう,Suisho To,43.433,145.917,Island
吹田市,すいたし,Suita Shi,34.767,135.517,Municipality
水曜海山,すいようかいざん,Suiyo Kaizan,28.567,140.633,Undersea feature
須賀川市,すかがわし,Sukagawa Shi,37.283,140.367,Municipality
宿毛市,すくもし,Sukumo Shi,32.933,132.733,Municipality
宿毛湾,すくもわん,Sukumo Wan,32.867,132.600,Sea Area
須磨,すま,Suma,34.650,135.117,Populated area
墨田区,すみだく,Sumida Ku,35.717,139.800,Municipality
須美寿島,すみすじま,Sumisu Jima,31.433,140.050,Island
住田町,すみたちょう,Sumita Cho,39.150,141.567,Municipality
守門岳,すもんだけ,Sumon Dake,37.400,139.133,Mountain
洲本市,すもとし,Sumoto Shi,34.350,134.900,Municipality
砂川市,すながわし,Sunagawa Shi,43.500,141.900,Municipality
洲根子岬,すねごみさき,Sunego Misaki,41.800,140.067,Cape
洲崎,すのさき,Sunosaki,34.983,139.750,Cape
周防灘,すおうなだ,Suo Nada,33.783,131.733,Sea Area
周防大島町,すおうおおしまちょう,Suo-oshima Cho,33.933,132.200,Municipality
摺沢,すりさわ,Surisawa,39.000,141.317,Populated area
駿河舟状海盆,するがしゅうじょうかいぼん,Suruga Shujokaibon,34.633,138.683,Undersea feature
駿河湾,するがわん,Suruga Wan,34.817,138.567,Sea Area
須崎市,すさきし,Susaki Shi,33.400,133.283,Municipality
すさみ町,すさみちょう,Susami Cho,33.550,135.500,Municipality
周参見海山,すさみかいざん,Susami Kaizan,26.633,138.067,Undersea feature
裾花川,すそばながわ,Susobana Gawa,36.617,138.183,River
裾野市,すそのし,Susono Shi,35.167,138.900,Municipality
須々万本郷,すすまほんごう,Susumahongo,34.117,131.867,Populated area
寿都町,すっつちょう,Suttsu Cho,42.783,140.233,Municipality
諏訪湖,すわこ,Suwa Ko,36.050,138.083,Lake
諏訪市,すわし,Suwa Shi,36.033,138.117,Municipality
諏訪之瀬島,すわのせじま,Suwanose Jima,29.633,129.717,Island
諏訪之瀬水道,すわのせすいどう,Suwanose Suido,29.517,129.633,Sea Area
須坂市,すざかし,Suzaka Shi,36.650,138.300,Municipality
珠洲岬,すずみさき,Suzu Misaki,37.517,137.350,Cape
珠洲市,すずし,Suzu Shi,37.433,137.267,Municipality
鈴鹿川,すずかがわ,Suzuka Gawa,34.933,136.650,River
鈴鹿山脈,すずかさんみゃく,Suzuka Sanmyaku,35.050,136.433,Extensive natural feature
鈴鹿市,すずかし,Suzuka Shi,34.883,136.583,Municipality
鈴鹿峠,すずかとうげ,Suzuka Toge,34.900,136.333,Pass
斜古丹岬,しゃこたんみさき,Syakotan Misaki,43.883,146.850,Cape
田川,たがわ,Ta Gawa,36.283,139.900,River
束稲山,たばしねやま,Tabashine Yama,39.017,141.183,Mountain
丹波山村,たばやまむら,Tabayama Mura,35.783,138.917,Municipality
田布施町,たぶせちょう,Tabuse Cho,33.950,132.033,Municipality
大刀洗町,たちあらいまち,Tachiarai Machi,33.367,130.617,Municipality
橘,たちばな,Tachibana,33.867,134.633,Populated area
橘湾,たちばなわん,Tachibana Wan,32.750,130.133,Sea Area
立川市,たちかわし,Tachikawa Shi,35.717,139.400,Municipality
立丸峠,たちまるとうげ,Tachimaru Toge,39.450,141.667,Pass
只見川,ただみがわ,Tadami Gawa,37.633,139.750,River
只見町,ただみまち,Tadami Machi,37.350,139.317,Municipality
忠岡町,ただおかちょう,Tadaoka Cho,34.483,135.400,Municipality
多度津町,たどつちょう,Tadotsu Cho,34.267,133.750,Municipality
多賀町,たがちょう,Taga Cho,35.217,136.300,Municipality
多賀城市,たがじょうし,Tagajo Shi,38.300,141.000,Municipality
田上町,たがみまち,Tagami Machi,37.700,139.050,Municipality
田川市,たがわし,Tagawa Shi,33.633,130.800,Municipality
田原市,たはらし,Tahara Shi,34.667,137.267,Municipality
太平山,たいへいざん,Taihei Zan,39.800,140.317,Mountain
太陰暦海山群,たいいんれきかいざんぐん,Tai-Inreki Kaizangun,22.883,135.033,Undersea feature
太地町,たいじちょう,Taiji Cho,33.600,135.950,Municipality
太地海山,たいじかいざん,Taiji Kaizan,29.633,137.033,Undersea feature
大観峰,たいかんぼう,Taikanbo,33.000,131.067,Mountain
大紀町,たいきちょう,Taiki Cho,34.350,136.417,Municipality
大樹町,たいきちょう,Taiki Cho,42.500,143.283,Municipality
太鼓山,たいこやま,Taiko Yama,35.700,135.200,Mountain
胎内川,たいないがわ,Tainai Gawa,38.100,139.367,River
胎内市,たいないし,Tainai Shi,38.067,139.417,Municipality
平島,たいらじま,Taira Jima,29.683,129.533,Island
大船山,たいせんざん,Taisen Zan,33.100,131.283,Mountain
大雪海山,たいせつかいざん,Taisetsu Kaizan,21.650,142.117,Undersea feature
大雪山,たいせつざん,Taisetsu Zan,43.633,142.900,Mountain
太子町,たいしちょう,Taishi Cho,34.833,134.567,Municipality
太子町,たいしちょう,Taishi Cho,34.517,135.650,Municipality
大暑海山,たいしょかいざん,Taisho Kaizan,22.350,140.467,Undersea feature
大正島,たいしょうとう,Taisho To,25.917,124.567,Island
台東区,たいとうく,Taito Ku,35.717,139.783,Municipality
太東崎,たいとうざき,Taito Zaki,35.300,140.417,Cape
大和町,たいわちょう,Taiwa Cho,38.433,140.883,Municipality
多治見市,たじみし,Tajimi Shi,35.333,137.133,Municipality
田尻町,たじりちょう,Tajiri Cho,34.400,135.283,Municipality
多可町,たかちょう,Taka Cho,35.050,134.917,Municipality
鷹島,たかしま,Taka Shima,31.450,129.733,Island
高千穂町,たかちほちょう,Takachiho Cho,32.717,131.300,Municipality
高千穂峰,たかちほのみね,Takachihono Mine,31.883,130.917,Mountain
高岳,たかだけ,Takadake,32.883,131.100,Mountain
高滝森,たかだきもり,Takadaki Mori,39.517,141.767,Mountain
喬木村,たかぎむら,Takagi Mura,35.517,137.867,Municipality
高萩市,たかはぎし,Takahagi Shi,36.717,140.717,Municipality
高浜町,たかはまちょう,Takahama Cho,35.483,135.550,Municipality
高浜市,たかはまし,Takahama Shi,34.933,136.983,Municipality
高原川,たかはらがわ,Takahara Gawa,36.467,137.250,River
高原山,たかはらやま,Takahara Yama,36.900,139.767,Mountain
高原町,たかはるちょう,Takaharu Cho,31.933,131.000,Municipality
高梁川,たかはしがわ,Takahashi Gawa,34.517,133.700,River
高梁市,たかはしし,Takahashi Shi,34.783,133.617,Municipality
高畠町,たかはたまち,Takahata Machi,38.000,140.183,Municipality
任弘海山,たかひろかいざん,Takahiro Kaizan,33.017,143.400,Undersea feature
鷹架沼,たかほこぬま,Takahoko Numa,40.933,141.333,Lake
高井神島,たかいかみじま,Takaikami Jima,34.183,133.267,Island
高石市,たかいしし,Takaishi Shi,34.517,135.450,Municipality
高千穂野,たかじょうや,Takajo Ya,32.783,131.067,Mountain
高隈山,たかくまやま,Takakuma Yama,31.467,130.817,Mountain
高松市,たかまつし,Takamatsu Shi,34.350,134.050,Municipality
高見島,たかみしま,Takami Shima,34.317,133.667,Island
高見山,たかみやま,Takami Yama,34.433,136.083,Mountain
高宮,たかみや,Takamiya,34.767,132.717,Populated area
高森町,たかもりまち,Takamori Machi,35.550,137.883,Municipality
高森町,たかもりまち,Takamori Machi,32.833,131.117,Municipality
高鍋町,たかなべちょう,Takanabe Cho,32.133,131.500,Municipality
高縄半島,たかなわはんとう,Takanawa Hanto,33.983,132.900,Extensive natural feature
高縄山,たかなわさん,Takanawa San,33.950,132.850,Mountain
高根沢町,たかねざわまち,Takanezawa Machi,36.633,139.983,Municipality
高野崎,たかのさき,Takano Saki,41.233,140.550,Cape
鷹ノ巣山,たかのすやま,Takanosu Yama,35.833,139.017,Mountain
鷹ノ巣山,たかのすやま,Takanosu Yama,35.150,137.500,Mountain
鷹ノ巣山,たかのすざん,Takanosu Zan,34.567,132.750,Mountain
高尾山,たかおさん,Takao San,35.633,139.250,Mountain
高岡市,たかおかし,Takaoka Shi,36.750,137.033,Municipality
宝島,たからじま,Takara Jima,29.150,129.200,Island
宝塚市,たからづかし,Takarazuka Shi,34.800,135.367,Municipality
高砂市,たかさごし,Takasago Shi,34.767,134.783,Municipality
高崎市,たかさきし,Takasaki Shi,36.317,139.000,Municipality
高瀬川,たかせがわ,Takase Gawa,40.883,141.400,River
高瀬川,たかせがわ,Takase Gawa,36.350,137.917,River
高島,たかしま,Takashima,34.833,131.833,Island
高島,たかしま,Takashima,33.183,129.583,Island
高島岬,たかしまみさき,Takashima Misaki,43.233,141.017,Cape
高島市,たかしまし,Takashima Shi,35.350,136.033,Municipality
高清水山,たかしょうずやま,Takashozu Yama,36.483,136.950,Mountain
鷹栖町,たかすちょう,Takasu Cho,43.850,142.350,Municipality
鷹寿海山,たかすかいざん,Takasu Kaizan,23.233,141.567,Undersea feature
高鈴山,たかすずやま,Takasuzu Yama,36.617,140.583,Mountain
高取町,たかとりちょう,Takatori Cho,34.450,135.800,Municipality
鷹取山,たかとりやま,Takatori Yama,33.300,130.717,Mountain
高津川,たかつがわ,Takatsu Gawa,34.700,131.817,River
高槻市,たかつきし,Takatsuki Shi,34.850,135.617,Municipality
高妻山,たかつまやま,Takatsuma Yama,36.800,138.050,Mountain
高山村,たかやまむら,Takayama Mura,36.683,138.367,Municipality
高山村,たかやまむら,Takayama Mura,36.617,138.950,Municipality
高山市,たかやまし,Takayama Shi,36.150,137.250,Municipality
竹島,たけしま,Take Shima,37.233,131.867,Island
竹島,たけしま,Take Shima,30.817,130.417,Island
武山,たけやま,Take Yama,35.217,139.650,Mountain
竹原市,たけはらし,Takehara Shi,34.350,132.900,Municipality
竹野川,たけのがわ,Takeno Gawa,35.750,135.100,River
武雄市,たけおし,Takeo Shi,33.200,130.017,Municipality
武石峰,たけしみね,Takeshi Mine,36.250,138.083,Mountain
竹田市,たけたし,Taketa Shi,32.967,131.400,Municipality
竹田津,たけたづ,Taketazu,33.667,131.567,Populated area
竹富,たけとみ,Taketomi,24.333,124.083,Populated area
竹富町,たけとみちょう,Taketomi Cho,24.333,124.150,Municipality
竹富島,たけとみじま,Taketomi Jima,24.317,124.083,Island
竹富海山,たけとみかいざん,Taketomi Kaizan,22.333,124.200,Undersea feature
武豊町,たけとよちょう,Taketoyo Cho,34.850,136.917,Municipality
多気町,たきちょう,Taki Cho,34.500,136.550,Municipality
滝川市,たきかわし,Takikawa Shi,43.550,141.917,Municipality
滝原,たきのはら,Takinohara,37.100,139.700,Populated area
滝上町,たきのうえちょう,Takinoue Cho,44.200,143.083,Municipality
滝沢市,たきざわし,Takizawa Shi,39.733,141.083,Municipality
田子町,たっこまち,Takko Machi,40.333,141.150,Municipality
多古鼻,たこばな,Tako Bana,35.600,133.083,Cape
蛸岩,たこいわ,Tako Iwa,27.700,142.150,Island
多古町,たこまち,Tako Machi,35.733,140.467,Municipality
蛸島,たこじま,Takojima,37.450,137.317,Populated area
多久市,たくし,Taku Shi,33.283,130.117,Municipality
度島,たくしま,Taku Shima,33.433,129.533,Island
啄木海山,たくぼくかいざん,Takuboku Kaizan,21.133,125.450,Undersea feature
拓洋第５海山,たくようだいごかいざん,Takuyo-Daigo Kaizan,23.133,153.217,Undersea feature
拓洋第１海山,たくようだいいちかいざん,Takuyo-Daiichi Kaizan,41.267,145.967,Undersea feature
拓洋第２海山,たくようだいにかいざん,Takuyo-Daini Kaizan,34.283,143.867,Undersea feature
拓洋第３海山,たくようだいさんかいざん,Takuyo-Daisan Kaizan,34.217,144.350,Undersea feature
拓洋第４海山,たくようだいよんかいざん,Takuyo-Daiyon Kaizan,23.633,151.900,Undersea feature
多摩川,たまがわ,Tama Gawa,35.533,139.783,River
多摩市,たまし,Tama Shi,35.633,139.450,Municipality
玉川村,たまかわむら,Tamakawa Mura,37.217,140.417,Municipality
玉城町,たまきちょう,Tamaki Cho,34.483,136.633,Municipality
玉木海山,たまきかいざん,Tamaki Kaizan,43.367,138.317,Undersea feature
玉置山,たまきやま,Tamaki Yama,33.933,135.833,Mountain
玉村町,たまむらまち,Tamamura Machi,36.300,139.117,Municipality
玉名市,たまなし,Tamana Shi,32.933,130.567,Municipality
玉野市,たまのし,Tamano Shi,34.500,133.950,Municipality
玉島,たましま,Tamashima,34.550,133.683,Populated area
田村市,たむらし,Tamura Shi,37.433,140.583,Municipality
七夕海山,たなばたかいざん,Tanabata Kaizan,22.417,141.750,Undersea feature
田辺市,たなべし,Tanabe Shi,33.733,135.383,Municipality
田名部川,たなぶがわ,Tanabu Gawa,41.283,141.183,River
棚倉町,たなぐらまち,Tanagura Machi,37.033,140.383,Municipality
丹波高地,たんばこうち,Tanba Kochi,35.217,135.533,Extensive natural feature
丹波市,たんばし,Tanba Shi,35.183,135.033,Municipality
丹波篠山市,たんばささやまし,Tanba-sasayama Shi,35.083,135.217,Municipality
丹頂断裂帯,たんちょうだんれつたい,Tancho Danretsutai,19.550,139.217,Undersea feature
種島,たねじま,Tane Jima,45.500,140.967,Island
種子島,たねがしま,Tanegashima,30.617,131.000,Island
種子島海峡,たねがしまかいきょう,Tanegashima Kaikyo,30.383,130.767,Sea Area
種子・屋久海脚,たね・やくかいきゃく,Tane-Yaku Kaikyaku,29.683,130.250,Undersea feature
男鹿島,たんがしま,Tanga Shima,34.667,134.583,Island
丹後半島,たんごはんとう,Tango Hanto,35.650,135.167,Extensive natural feature
端午海山,たんごかいざん,Tango Kaizan,22.983,142.033,Undersea feature
谷川岳,たにがわだけ,Tanigawa Dake,36.833,138.933,Mountain
田野町,たのちょう,Tano Cho,33.433,134.000,Municipality
田野畑村,たのはたむら,Tanohata Mura,39.933,141.883,Municipality
丹沢山,たんざわさん,Tanzawa San,35.467,139.167,Mountain
龍飛崎,たっぴざき,Tappi Zaki,41.267,140.350,Cape
太良町,たらちょう,Tara Cho,33.017,130.183,Municipality
多良岳,たらだけ,Tara Dake,32.983,130.100,Mountain
多良木町,たらぎまち,Taragi Machi,32.267,130.933,Municipality
多楽水道,たらくすいどう,Taraku Suido,43.583,146.233,Sea Area
多楽島,たらくとう,Taraku To,43.633,146.317,Island
多良間島,たらましま,Tarama Shima,24.667,124.700,Island
多良間村,たらまそん,Tarama Son,24.667,124.700,Municipality
太郎山,たろうさん,Taro San,36.817,139.483,Mountain
垂井町,たるいちょう,Tarui Cho,35.367,136.533,Municipality
樽前山,たるまえさん,Tarumae San,42.683,141.383,Mountain
樽見,たるみ,Tarumi,35.633,136.617,Populated area
垂水市,たるみずし,Tarumizu Shi,31.500,130.700,Municipality
田代岳,たしろだけ,Tashiro Dake,40.433,140.417,Mountain
田代島,たしろじま,Tashiro Jima,38.300,141.417,Island
立山,たてやま,Tate Yama,36.583,137.617,Mountain
館林市,たてばやしし,Tatebayashi Shi,36.250,139.550,Municipality
立石岬,たていしみさき,Tateishi Misaki,35.767,136.017,Cape
立科町,たてしなまち,Tateshina Machi,36.267,138.317,Municipality
蓼科山,たてしなやま,Tateshina Yama,36.100,138.300,Mountain
立山町,たてやままち,Tateyama Machi,36.667,137.317,Municipality
館山市,たてやまし,Tateyama Shi,35.000,139.867,Municipality
龍郷町,たつごうちょう,Tatsugo Cho,28.417,129.583,Municipality
龍舞崎,たつまいさき,Tatsumai Saki,38.833,141.617,Cape
辰野町,たつのまち,Tatsuno Machi,35.983,137.983,Municipality
たつの市,たつのし,Tatsuno Shi,34.850,134.550,Municipality
田原本町,たわらもとちょう,Tawaramoto Cho,34.550,135.800,Municipality
田山平頂海山,たやまへいちょうかいざん,Tayama Heichokaizan,23.617,157.300,Undersea feature
田沢湖,たざわこ,Tazawa Ko,39.733,140.667,Lake
手島,てしま,Te Shima,34.400,133.667,Island
豊島,てしま,Te Shima,34.483,134.067,Island
手取川,てどりがわ,Tedori Gawa,36.483,136.483,River
手稲,ていね,Teine,43.117,141.250,Populated area
手稲山,ていねやま,Teine Yama,43.083,141.200,Mountain
光岳,てかりだけ,Tekari Dake,35.333,138.083,Mountain
鉄幹海山,てっかんかいざん,Tekkan Kaizan,21.650,129.100,Undersea feature
天山,てんざん,Ten Zan,33.333,130.150,Mountain
天童市,てんどうし,Tendo Shi,38.367,140.383,Municipality
天栄村,てんえいむら,Ten-ei Mura,37.250,140.250,Municipality
天狗鼻,てんぐばな,Tengu Bana,31.800,130.167,Cape
天仁屋崎,てにやざき,Teniya Zaki,26.567,128.150,Cape
天神川,てんじんがわ,Tenjin Gawa,35.500,133.850,River
天海海盆,てんかいかいぼん,Tenkai Kaibon,19.250,135.933,Undersea feature
天川村,てんかわむら,Tenkawa Mura,34.250,135.850,Municipality
天明海山,てんめいかいざん,Tenmei Kaizan,29.000,139.067,Undersea feature
天王星海山,てんのうせいかいざん,Tennosei Kaizan,19.633,135.983,Undersea feature
天保海山,てんぽうかいざん,Tenpo Kaizan,27.167,139.633,Undersea feature
天理市,てんりし,Tenri Shi,34.600,135.833,Municipality
天竜川,てんりゅうがわ,Tenryu Gawa,34.650,137.800,River
天竜海底谷,てんりゅうかいていこく,Tenryu Kaiteikoku,34.133,137.600,Undersea feature
天龍村,てんりゅうむら,Tenryu Mura,35.283,137.850,Municipality
寺島,てらしま,Tera Shima,33.250,129.067,Island
弟子屈町,てしかがちょう,Teshikaga Cho,43.483,144.467,Municipality
天塩町,てしおちょう,Teshio Cho,44.883,141.750,Municipality
天塩岳,てしおだけ,Teshio Dake,43.967,142.883,Mountain
天塩川,てしおがわ,Teshio Gawa,44.883,141.733,River
天塩山地,てしおさんち,Teshio Sanchi,44.367,142.017,Extensive natural feature
手々海山,ててかいざん,Tete Kaizan,27.183,131.917,Undersea feature
天売島,てうりとう,Teuri To,44.417,141.317,Island
戸島,とじま,To Jima,33.217,132.367,Island
利島,としま,To Shima,34.517,139.283,Island
鳥羽市,とばし,Toba Shi,34.483,136.850,Municipality
砥部町,とべちょう,Tobe Cho,33.750,132.800,Municipality
当別町,とうべつちょう,Tobetsu Cho,43.217,141.517,Municipality
当別川,とうべつがわ,Tobetsu Gawa,43.167,141.433,River
飛島,とびしま,Tobi Shima,39.200,139.550,Island
飛島村,とびしまむら,Tobishima Mura,35.083,136.783,Municipality
湯沸岬,とうぶつみさき,Tobutsu Misaki,43.083,145.167,Cape
栃木県,とちぎけん,Tochigi Ken,36.567,139.883,Municipality
栃木市,とちぎし,Tochigi Shi,36.383,139.733,Municipality
栃ノ木峠,とちのきとうげ,Tochinoki Toge,35.700,136.167,Pass
戸田市,とだし,Toda Shi,35.817,139.683,Municipality
海驢島,とどじま,Todo Jima,45.483,140.967,Island
魹ヶ崎,とどがさき,Todogasaki,39.550,142.067,Cape
東栄町,とうえいちょう,Toei Cho,35.083,137.700,Municipality
東沸湖,とうふつこ,Tofutsu Ko,43.933,145.617,Lake
涛沸湖,とうふつこ,Tofutsu Ko,43.933,144.400,Lake
戸隠山,とがくしやま,Togakushi Yama,36.767,138.067,Mountain
東金市,とうがねし,Togane Shi,35.567,140.367,Municipality
時津町,とぎつちょう,Togitsu Cho,32.833,129.850,Municipality
東郷町,とうごうちょう,Togo Cho,35.100,137.050,Municipality
東郷池,とうごういけ,Togo Ike,35.483,133.900,Lake
戸倉,とぐら,Togura,36.483,138.150,Populated area
東峰村,とうほうむら,Toho Mura,33.400,130.867,Municipality
東北町,とうほくまち,Tohoku Machi,40.733,141.250,Municipality
当幌川,とうほろがわ,Tohoro Gawa,43.600,145.200,River
土肥,とい,Toi,34.917,138.800,Populated area
都井岬,といみさき,Toi Misaki,31.383,131.333,Cape
戸出,といで,Toide,36.683,136.983,Populated area
東員町,とういんちょう,Toin Cho,35.067,136.583,Municipality
冬至海山,とうじかいざん,Toji Kaizan,21.483,141.667,Undersea feature
十勝岳,とかちだけ,Tokachi Dake,43.417,142.683,Mountain
十勝川,とかちがわ,Tokachi Gawa,42.700,143.667,River
十勝平野,とかちへいや,Tokachi Heiya,42.867,143.200,Extensive natural feature
東海村,とうかいむら,Tokai Mura,36.467,140.567,Municipality
東海市,とうかいし,Tokai Shi,35.017,136.900,Municipality
十日町市,とおかまちし,Tokamachi Shi,37.133,138.750,Municipality
吐噶喇海峡,とからかいきょう,Tokara Kaikyo,30.183,130.283,Sea Area
吐噶喇海底谷,とからかいていこく,Tokara Kaiteikoku,29.050,130.400,Undersea feature
吐噶喇列島,とかられっとう,Tokara Retto,29.367,129.700,Extensive natural feature
渡嘉敷島,とかしきじま,Tokashiki Jima,26.183,127.350,Island
渡嘉敷海山,とかしきかいざん,Tokashiki Kaizan,22.700,126.150,Undersea feature
渡嘉敷村,とかしきそん,Tokashiki Son,26.200,127.367,Municipality
朱鷺断裂帯,ときだんれつたい,Toki Danretsutai,19.317,139.417,Undersea feature
土岐川,ときがわ,Toki Gawa,35.300,137.100,River
冬季海山列,とうきかいざんれつ,Toki Kaizan Retsu,21.533,141.683,Undersea feature
土岐市,ときし,Toki Shi,35.350,137.183,Municipality
ときがわ町,ときがわまち,Tokigawa Machi,36.017,139.300,Municipality
常滑市,とこなめし,Tokoname Shi,34.883,136.833,Municipality
常浪川,とこなみがわ,Tokonami Gawa,37.683,139.450,River
常呂川,ところがわ,Tokoro Gawa,44.117,144.083,River
所沢市,ところざわし,Tokorozawa Shi,35.800,139.467,Municipality
床丹川,とこたんがわ,Tokotan Gawa,43.483,145.250,River
徳之島,とくのしま,Tokunoshima,27.783,128.967,Island
徳之島町,とくのしまちょう,Tokunoshima Cho,27.733,129.017,Municipality
戸倉峠,とくらとうげ,Tokura Toge,35.300,134.517,Pass
徳志別川,とくしべつがわ,Tokushibetsu Gawa,44.850,142.650,River
徳島県,とくしまけん,Tokushima Ken,34.067,134.567,Municipality
徳島市,とくしまし,Tokushima Shi,34.067,134.550,Municipality
東京都,とうきょうと,Tokyo To,35.683,139.700,Municipality
東京湾,とうきょうわん,Tokyo Wan,35.483,139.850,Sea Area
当麻町,とうまちょう,Toma Cho,43.833,142.517,Municipality
苫小牧市,とまこまいし,Tomakomai Shi,42.633,141.600,Municipality
苫前町,とままえちょう,Tomamae Cho,44.300,141.650,Municipality
トマム山,トマムやま,Tomamu Yama,43.083,142.600,Mountain
泊村,とまりむら,Tomari Mura,43.733,145.500,Municipality
泊村,とまりむら,Tomari Mura,43.067,140.500,Municipality
泊山,とまりやま,Tomari Yama,43.850,145.500,Mountain
登米市,とめし,Tome Shi,38.700,141.183,Municipality
東御市,とうみし,Tomi Shi,36.367,138.333,Municipality
豊見城市,とみぐすくし,Tomigusuku Shi,26.183,127.683,Municipality
富加町,とみかちょう,Tomika Cho,35.483,136.983,Municipality
富岡町,とみおかまち,Tomioka Machi,37.350,141.017,Municipality
富岡市,とみおかし,Tomioka Shi,36.267,138.883,Municipality
富里市,とみさとし,Tomisato Shi,35.733,140.350,Municipality
富谷市,とみやし,Tomiya Shi,38.400,140.900,Municipality
鞆,とも,Tomo,34.383,133.383,Populated area
友田平頂海山,ともだへいちょうかいざん,Tomoda Heichokaizan,24.417,154.500,Undersea feature
友ヶ島水道,ともがしますいどう,Tomogashima Suido ,34.283,134.967,Sea Area
紀淡海峡,きたんかいきょう,Kitan Kaikyo,34.283,134.967,Sea Area
友利海山,ともりかいざん,Tomori Kaizan,24.000,125.733,Undersea feature
トムラウシ山,トムラウシやま,Tomuraushi Yama,43.533,142.850,Mountain
渡名喜島,となきじま,Tonaki Jima,26.367,127.150,Island
渡名喜村,となきそん,Tonaki Son,26.367,127.133,Municipality
砺波市,となみし,Tonami Shi,36.650,136.967,Municipality
頓別川,とんべつがわ,Tonbetsu Gawa,45.133,142.383,River
トンビ海底谷,トンビかいていこく,Tonbi Kaiteikoku,28.767,130.850,Undersea feature
富田,とんだ,Tonda,34.067,131.767,Populated area
富田川,とんだがわ,Tonda Gawa,33.633,135.400,River
富田林市,とんだばやしし,Tondabayashi Shi,34.500,135.600,Municipality
利根川,とねがわ,Tone Gawa,35.750,140.850,River
利根町,とねまち,Tone Machi,35.850,140.133,Municipality
遠野市,とおのし,Tono Shi,39.333,141.533,Municipality
土庄町,とのしょうちょう,Tonosho Cho,34.483,134.183,Municipality
東庄町,とうのしょうまち,Tonosho Machi,35.833,140.667,Municipality
東温市,とうおんし,Toon Shi,33.783,132.867,Municipality
鳥崎,とりさき,Tori Saki,38.483,139.267,Cape
鳥島,とりしま,Tori Shima,30.483,140.300,Island
鳥島,とりしま,Tori Shima,26.600,126.833,Island
取手市,とりでし,Toride Shi,35.917,140.050,Municipality
鳥ヶ首岬,とりがくびみさき,Torigakubi Misaki,37.167,138.100,Cape
鳥居峠,とりいとうげ,Torii Toge,36.483,138.400,Pass
鳥居峠,とりいとうげ,Torii Toge,35.950,137.800,Pass
鳥甲山,とりかぶとやま,Torikabuto Yama,36.833,138.583,Mountain
鷲子山,とりのこさん,Torinoko San,36.700,140.233,Mountain
塘路湖,とうろこ,Toro Ko,43.150,144.533,Lake
土佐碆,とさばえ,Tosa Bae,33.083,134.650,Undersea feature
土佐町,とさちょう,Tosa Cho,33.733,133.533,Municipality
